,id,map,game_type,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,pick5,pick6,pick7,pick8,pick9,pick10,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10
2238,2239,Volskaya Foundry,TeamLeague,Mal'Ganis,Varian,Diablo,Sonya,Stukov,Raynor,Xul,Li Li,Garrosh,Azmodan,Kael'thas,Mephisto,Chromie,Stitches,Deckard,Sylvanas,3,20,14,8,10,13,20,17,10,20
2239,2240,Volskaya Foundry,UnrankedDraft,Mal'Ganis,Genji,Alarak,Zeratul,Maiev,Alexstrasza,Azmodan,Kael'thas,Diablo,Thrall,Stitches,Nazeebo,Varian,Abathur,Malfurion,Deckard,8,14,8,9,13,16,8,20,4,2
2240,2241,Tomb of the Spider Queen,UnrankedDraft,Zeratul,Azmodan,Mal'Ganis,Mephisto,Sylvanas,Li Li,Gul'dan,Diablo,Thrall,Muradin,Kael'thas,Ana,Jaina,Rehgar,Valla,Nazeebo,6,19,20,20,14,20,20,15,5,3
2241,2242,Sky Temple,UnrankedDraft,Chromie,Dehaka,Azmodan,Tychus,Illidan,Stukov,Chen,Mal'Ganis,Muradin,Ana,Sylvanas,Kerrigan,Sgt. Hammer,Kael'thas,Anub'arak,Brightwing,8,6,13,9,20,20,20,20,20,9
2242,2243,Alterac Pass,UnrankedDraft,Azmodan,Genji,Diablo,Sgt. Hammer,Lt. Morales,Blaze,Artanis,Varian,Kael'thas,Lunara,Xul,Abathur,Tychus,Muradin,Lucio,Whitemane,20,5,5,20,3,18,15,9,7,1
2243,2244,Volskaya Foundry,TeamLeague,Mephisto,Azmodan,Mal'Ganis,Kel'Thuzad,Maiev,Yrel,Deckard,Valla,Thrall,Johanna,Tracer,Brightwing,Kael'thas,Valeera,Diablo,E.T.C.,20,20,20,13,20,20,20,16,17,13
2244,2245,Sky Temple,TeamLeague,Azmodan,Sylvanas,Whitemane,Mal'Ganis,Tychus,Deckard,Varian,Jaina,Diablo,Kael'thas,Genji,Brightwing,Maiev,Li Li,Artanis,Cassia,20,20,11,20,20,20,10,6,8,18
2245,2246,Infernal Shrines,UnrankedDraft,Azmodan,Kel'Thuzad,Mal'Ganis,Kerrigan,Muradin,Kharazim,Maiev,Zagara,Garrosh,Kael'thas,Alexstrasza,Deckard,Greymane,Johanna,Junkrat,Nova,6,8,20,20,16,14,20,20,20,20
2246,2247,Volskaya Foundry,UnrankedDraft,Anub'arak,Genji,Mal'Ganis,Azmodan,Auriel,Tychus,Raynor,Alarak,Maiev,Gall,Cho,Lunara,Kharazim,Alexstrasza,Yrel,Arthas,17,20,3,2,14,6,20,20,10,10
2247,2248,Towers of Doom,TeamLeague,,Genji,Mal'Ganis,Mephisto,Tyrande,Fenix,Abathur,Deckard,Garrosh,Muradin,Falstad,Zeratul,Greymane,Kharazim,Sonya,Raynor,3,4,18,20,20,20,17,18,12,20
2248,2249,Garden of Terror,UnrankedDraft,Azmodan,Mal'Ganis,Genji,Diablo,Xul,Garrosh,Whitemane,Mephisto,Artanis,Muradin,Kerrigan,Johanna,Brightwing,Cassia,Gul'dan,Raynor,20,4,11,20,17,6,19,20,20,20
2249,2250,Dragon Shire,UnrankedDraft,Ragnaros,Genji,Falstad,Alarak,Azmodan,,Lunara,Maiev,Anub'arak,Auriel,Blaze,Kael'thas,Li Li,Medivh,Murky,Artanis,7,2,20,15,1,4,7,4,20,3
2250,2251,Tomb of the Spider Queen,HeroLeague,Diablo,Genji,Mal'Ganis,Whitemane,Kel'Thuzad,Ana,Tyrande,Thrall,Chromie,Johanna,Cassia,Anub'arak,Li Li,Azmodan,Greymane,Fenix,20,15,20,20,12,20,8,14,20,20
2251,2252,Alterac Pass,HeroLeague,Azmodan,Kerrigan,Mal'Ganis,Garrosh,Brightwing,Kel'Thuzad,Thrall,Diablo,Sylvanas,Johanna,Chromie,Malfurion,Tracer,Stukov,Nazeebo,E.T.C.,7,11,19,11,11,8,20,20,5,7
2252,2253,Tomb of the Spider Queen,HeroLeague,Genji,Azmodan,Mephisto,Cassia,Kael'thas,Ana,Mal'Ganis,Nazeebo,Tyrande,Whitemane,Muradin,Varian,Li Li,Gul'dan,Valla,Diablo,6,20,10,19,17,13,6,20,20,7
2253,2254,Cursed Hollow,TeamLeague,Kael'thas,Genji,Mal'Ganis,Diablo,E.T.C.,Lt. Morales,Greymane,Anub'arak,Illidan,Li Li,Stitches,Kharazim,Tyrael,Varian,Jaina,Kel'Thuzad,15,20,18,7,20,17,14,17,9,20
2254,2255,Hanamura Temple,UnrankedDraft,Mal'Ganis,Kerrigan,Genji,Azmodan,Garrosh,Fenix,Thrall,Hanzo,Tyrande,Whitemane,Kel'Thuzad,Greymane,Muradin,Falstad,Johanna,Li-Ming,20,7,20,20,20,14,20,14,16,20
2255,2256,Garden of Terror,UnrankedDraft,Garrosh,Azmodan,Raynor,Mal'Ganis,Whitemane,Muradin,Rexxar,Gul'dan,Fenix,Cassia,Diablo,Varian,Leoric,Lt. Morales,Valla,Brightwing,4,20,15,11,12,12,17,20,11,20
2256,2257,Tomb of the Spider Queen,UnrankedDraft,Mal'Ganis,Kel'Thuzad,Azmodan,,Cho,Deckard,Whitemane,Diablo,Tyrael,Kerrigan,Sylvanas,Brightwing,Fenix,E.T.C.,Artanis,Mephisto,7,20,20,20,19,20,20,9,2,5
2257,2258,Cursed Hollow,TeamLeague,Mal'Ganis,Azmodan,Brightwing,Dehaka,Whitemane,Kharazim,Malthael,Abathur,Illidan,Arthas,Junkrat,Diablo,Johanna,Murky,Murky,Li Li,20,20,6,6,15,16,16,20,20,7
2258,2259,Tomb of the Spider Queen,TeamLeague,Mal'Ganis,Azmodan,Whitemane,Kerrigan,Ana,Gul'dan,Diablo,Garrosh,Brightwing,Kael'thas,Kel'Thuzad,Li-Ming,Sonya,Blaze,Tyrande,Genji,20,20,8,20,20,20,20,4,20,20
2259,2260,Braxis Holdout,UnrankedDraft,Mal'Ganis,Genji,Raynor,Dehaka,Lt. Morales,Kael'thas,Tychus,Whitemane,Sonya,Kel'Thuzad,Varian,Artanis,Jaina,Abathur,Ana,Kharazim,9,6,19,20,20,18,7,20,11,6
2260,2261,Sky Temple,UnrankedDraft,Mal'Ganis,Genji,Raynor,Kael'thas,Li Li,Mephisto,Kel'Thuzad,Whitemane,Artanis,Tychus,Muradin,Valeera,Hanzo,Lt. Morales,Abathur,Fenix,20,1,18,4,3,8,3,7,20,11
2261,2262,Battlefield of Eternity,UnrankedDraft,Alexstrasza,Genji,Mal'Ganis,Azmodan,Chromie,Arthas,Muradin,Hanzo,Deckard,Li-Ming,Xul,Zeratul,Johanna,Rexxar,Brightwing,Nazeebo,5,20,2,20,5,20,8,2,8,11
2262,2263,Tomb of the Spider Queen,UnrankedDraft,Mal'Ganis,Genji,Azmodan,Gul'dan,Kael'thas,Sgt. Hammer,Junkrat,Diablo,Malfurion,E.T.C.,Varian,Alarak,Fenix,Raynor,Lucio,Anub'arak,20,18,10,4,3,20,11,10,15,3
2263,2264,Towers of Doom,TeamLeague,Zeratul,Li-Ming,Genji,Mal'Ganis,Raynor,Whitemane,Ana,Thrall,Jaina,Sylvanas,Muradin,Illidan,Valla,Junkrat,Medivh,Malfurion,20,20,20,20,5,20,20,20,20,7
2264,2265,Battlefield of Eternity,TeamLeague,Mal'Ganis,Genji,Junkrat,Kael'thas,E.T.C.,,Nazeebo,Hanzo,Uther,Anub'arak,Artanis,Kel'Thuzad,Sonya,Valla,Brightwing,Arthas,7,1,8,6,5,15,7,5,20,2
2265,2266,Braxis Holdout,TeamLeague,Rexxar,Mal'Ganis,Genji,Kel'Thuzad,Yrel,Sonya,Li Li,Diablo,Chromie,Tracer,Alarak,Varian,Uther,Falstad,Arthas,Sgt. Hammer,6,10,8,20,10,6,12,11,19,20
2266,2267,Sky Temple,TeamLeague,Genji,Garrosh,Abathur,Mal'Ganis,Tyrande,Ana,Dehaka,Murky,Anub'arak,Mephisto,Diablo,Zul'jin,Valeera,Kharazim,Zeratul,Stukov,8,15,20,10,20,6,20,13,9,11
2267,2268,Tomb of the Spider Queen,TeamLeague,Garrosh,Kerrigan,Mal'Ganis,Azmodan,Whitemane,Tyrande,Nazeebo,Jaina,Diablo,Valeera,Anub'arak,Sonya,Rehgar,Stukov,Probius,Greymane,11,20,15,20,20,20,18,11,16,20
2268,2269,Dragon Shire,TeamLeague,Azmodan,Sylvanas,Mal'Ganis,Yrel,Muradin,Raynor,Chromie,Gazlowe,Lt. Morales,Illidan,Fenix,Cho,Gall,Diablo,Li Li,Li-Ming,20,20,20,7,20,4,5,6,19,19
2269,2270,Sky Temple,TeamLeague,Cho,Sylvanas,Gall,Mal'Ganis,Li Li,The Lost Vikings,Diablo,Rexxar,Cassia,Murky,Li-Ming,Artanis,Genji,Raynor,Brightwing,Rehgar,20,10,6,19,7,12,20,16,11,11
2270,2271,Braxis Holdout,HeroLeague,Hanzo,Genji,Mal'Ganis,Yrel,Fenix,Whitemane,Diablo,Kerrigan,Azmodan,Maiev,Rehgar,Kael'thas,Garrosh,Falstad,Varian,Deckard,20,20,19,16,13,20,10,20,5,8
2271,2272,Infernal Shrines,TeamLeague,Mal'Ganis,Whitemane,Deckard,Diablo,Stukov,Arthas,Muradin,Blaze,Alexstrasza,Jaina,Genji,Kerrigan,Tychus,Johanna,Auriel,Garrosh,9,20,11,9,20,20,11,11,7,13
2272,2273,Infernal Shrines,UnrankedDraft,Azmodan,Mal'Ganis,Ana,Kael'thas,Whitemane,Blaze,Falstad,Li-Ming,Diablo,Anub'arak,Nazeebo,Tychus,Lucio,Uther,Kerrigan,Sonya,20,20,20,20,20,16,20,18,20,20
2273,2274,Alterac Pass,TeamLeague,Mal'Ganis,Azmodan,Kerrigan,Garrosh,Jaina,Whitemane,Varian,Diablo,Genji,Arthas,Deckard,Brightwing,Tychus,Chromie,Zagara,Anub'arak,20,20,12,11,9,6,12,17,3,4
2274,2275,Infernal Shrines,TeamLeague,Diablo,Mal'Ganis,Kael'thas,Azmodan,Arthas,Brightwing,Ragnaros,Kerrigan,Johanna,Jaina,Sylvanas,Alexstrasza,Sonya,Lucio,Muradin,Valla,20,11,11,20,20,16,10,20,20,20
2275,2276,Sky Temple,TeamLeague,Azmodan,Mal'Ganis,Whitemane,Yrel,Deckard,Brightwing,Kael'thas,Diablo,Kerrigan,Anub'arak,Sylvanas,Tyrande,Nova,Alexstrasza,Maiev,Genji,8,20,20,13,5,11,13,10,6,13
2276,2277,Cursed Hollow,UnrankedDraft,Kerrigan,Mal'Ganis,Falstad,Genji,Kael'thas,Brightwing,Tychus,Zeratul,Zul'jin,Thrall,E.T.C.,Deckard,Varian,Whitemane,Blaze,Diablo,12,20,7,11,20,1,4,2,2,18
2277,2278,Warhead Junction,UnrankedDraft,Mal'Ganis,Genji,Varian,Mephisto,Brightwing,Leoric,Zul'jin,Valeera,Junkrat,Samuro,Blaze,Diablo,Deckard,Whitemane,Tyrael,Tracer,8,20,2,4,3,15,20,2,14,20
2278,2279,Tomb of the Spider Queen,UnrankedDraft,Azmodan,Nazeebo,Mal'Ganis,Genji,Raynor,Diablo,Rexxar,Kel'Thuzad,Ana,Li-Ming,Xul,Samuro,Muradin,Li Li,Alarak,Malthael,12,20,12,5,3,20,20,9,20,5
2279,2280,Infernal Shrines,UnrankedDraft,Genji,Diablo,Mephisto,Garrosh,E.T.C.,Stitches,Raynor,Mal'Ganis,Nazeebo,Alarak,Lucio,Junkrat,Muradin,Anub'arak,Kael'thas,Alexstrasza,16,5,18,20,8,20,20,13,13,3
2280,2281,Sky Temple,TeamLeague,Kerrigan,Genji,Diablo,Jaina,Raynor,Muradin,Mal'Ganis,Kael'thas,Alexstrasza,Sonya,Deckard,Varian,Anub'arak,Azmodan,Kel'Thuzad,Valla,6,20,9,20,6,9,6,20,5,12
2281,2282,Alterac Pass,UnrankedDraft,Mephisto,Mal'Ganis,Fenix,Hanzo,Valla,Leoric,Genji,Whitemane,Junkrat,Lt. Morales,Azmodan,Alarak,Stitches,Sgt. Hammer,Diablo,Thrall,20,4,12,5,8,20,20,9,9,10
2282,2283,Garden of Terror,UnrankedDraft,Mephisto,Genji,Mal'Ganis,Azmodan,Malfurion,Garrosh,Gul'dan,Ragnaros,Hanzo,Artanis,Muradin,Arthas,D.Va,Whitemane,Li-Ming,Lucio,13,11,13,20,9,11,3,9,14,8
2283,2284,Sky Temple,TeamLeague,Kael'thas,,Azmodan,Mal'Ganis,Yrel,Diablo,Dehaka,Brightwing,Thrall,Varian,Valla,Abathur,Genji,Raynor,Lt. Morales,E.T.C.,20,8,5,13,14,7,10,4,20,10
2284,2285,Tomb of the Spider Queen,TeamLeague,Cho,Mal'Ganis,Genji,Garrosh,Valla,Hanzo,Diablo,Mephisto,Leoric,Kael'thas,Auriel,Malfurion,Tychus,Thrall,Fenix,Zarya,20,10,12,20,20,20,20,16,20,6
2285,2286,Tomb of the Spider Queen,UnrankedDraft,Hanzo,Genji,Kerrigan,Azmodan,Diablo,Zeratul,Kael'thas,Li Li,Sgt. Hammer,Alarak,Deckard,Mal'Ganis,Jaina,Johanna,Chromie,Varian,19,20,20,13,3,4,12,12,5,3
2286,2287,Cursed Hollow,UnrankedDraft,Mal'Ganis,Genji,Kerrigan,Zeratul,Valeera,Diablo,Samuro,Mephisto,Zarya,Muradin,Raynor,Whitemane,Cassia,Sgt. Hammer,Kharazim,Johanna,6,4,10,20,10,6,8,20,8,8
2287,2288,Cursed Hollow,UnrankedDraft,Stitches,Genji,Garrosh,Hanzo,Kael'thas,Mal'Ganis,Whitemane,Azmodan,Fenix,Zeratul,E.T.C.,Ana,Tychus,Li-Ming,Varian,Diablo,7,10,6,12,13,12,17,20,20,4
2288,2289,Cursed Hollow,TeamLeague,Kerrigan,Azmodan,Mal'Ganis,Kel'Thuzad,Garrosh,Diablo,Valla,Mephisto,Li Li,Brightwing,Sonya,Dehaka,Cassia,Johanna,Kael'thas,Yrel,20,5,20,20,20,20,13,20,5,18
2289,2290,Braxis Holdout,HeroLeague,Genji,Mal'Ganis,Garrosh,Zeratul,Brightwing,,Azmodan,Alexstrasza,Sonya,Diablo,Falstad,Tychus,Muradin,Mephisto,Malfurion,Sylvanas,14,20,20,9,10,17,7,7,11,5
2290,2291,Volskaya Foundry,TeamLeague,Kael'thas,Chromie,Diablo,Mal'Ganis,Muradin,Brightwing,Samuro,Jaina,Yrel,Raynor,Malfurion,Johanna,Alexstrasza,Anub'arak,Varian,Cassia,20,20,10,15,13,20,20,9,11,7
2291,2292,Blackheart's Bay,UnrankedDraft,Genji,Kerrigan,Mal'Ganis,Xul,Diablo,Anub'arak,Kael'thas,Thrall,Malfurion,Ana,Zeratul,Garrosh,Kharazim,Zarya,Johanna,Raynor,20,20,20,15,8,3,6,9,8,20
2292,2293,Tomb of the Spider Queen,TeamLeague,Azmodan,Alexstrasza,Xul,Mal'Ganis,Auriel,Anub'arak,Zagara,Whitemane,Diablo,Cho,Gall,Junkrat,Ragnaros,Ana,Li Li,Malthael,20,19,2,20,20,20,5,8,20,7
2293,2294,Infernal Shrines,UnrankedDraft,Azmodan,,Genji,Mal'Ganis,Jaina,Medivh,Deckard,Ana,Dehaka,Stitches,Sonya,Cassia,Xul,Li-Ming,Greymane,Muradin,3,9,7,20,16,6,13,20,13,14
2294,2295,Infernal Shrines,UnrankedDraft,Kel'Thuzad,Azmodan,,Genji,Diablo,Gall,Sylvanas,Arthas,Alarak,Kael'thas,Fenix,Zagara,Lucio,Stukov,Stitches,Kerrigan,20,8,10,20,20,5,20,20,15,20
2295,2296,Alterac Pass,TeamLeague,Genji,Mal'Ganis,Azmodan,Anub'arak,Arthas,Illidan,Lucio,Muradin,Brightwing,Diablo,Chromie,Varian,Nazeebo,Sonya,Zul'jin,Li-Ming,4,3,5,20,20,20,13,7,8,20
2296,2297,Infernal Shrines,TeamLeague,Azmodan,Mal'Ganis,Diablo,Kerrigan,Johanna,Deckard,Kael'thas,Greymane,Anub'arak,Li Li,Fenix,Lucio,Valeera,E.T.C.,Artanis,Zarya,20,20,20,20,20,15,20,20,15,14
2297,2298,Alterac Pass,UnrankedDraft,Lunara,Mal'Ganis,,Genji,Lt. Morales,Tracer,Diablo,Deckard,Kael'thas,Artanis,Illidan,Abathur,Tychus,Hanzo,Li Li,Zarya,4,2,1,8,8,7,12,8,4,6
2298,2299,Alterac Pass,TeamLeague,Mal'Ganis,Whitemane,Azmodan,Diablo,Deckard,Malfurion,Johanna,Greymane,Dehaka,Hanzo,Jaina,Muradin,Stukov,Uther,Zarya,Genji,13,20,20,8,20,20,20,20,6,20
2299,2300,Alterac Pass,TeamLeague,Genji,Whitemane,Tyrande,Mal'Ganis,Mephisto,Yrel,Dehaka,Azmodan,Diablo,Garrosh,Tychus,Leoric,Li Li,Hanzo,Ana,Kael'thas,20,12,13,20,16,18,11,13,7,20
2300,2301,Alterac Pass,TeamLeague,Mal'Ganis,Garrosh,Stukov,Genji,Whitemane,Kael'thas,Kerrigan,Deckard,Muradin,Li-Ming,Anub'arak,Tyrael,Sylvanas,Rehgar,Blaze,Kel'Thuzad,20,12,20,20,9,14,20,20,13,20
2301,2302,Hanamura Temple,UnrankedDraft,Mal'Ganis,Yrel,Tychus,Sylvanas,Ragnaros,Deckard,Whitemane,Junkrat,Raynor,Diablo,Mephisto,Leoric,Brightwing,Valla,Rexxar,Muradin,4,20,20,6,1,8,20,11,19,20
2302,2303,Infernal Shrines,HeroLeague,Mal'Ganis,Azmodan,Kael'thas,Kel'Thuzad,Kerrigan,Mephisto,Jaina,Johanna,Kharazim,Anub'arak,Li Li,Fenix,Genji,Cassia,Garrosh,Ragnaros,18,20,20,13,10,20,20,10,8,15
2303,2304,Cursed Hollow,HeroLeague,Azmodan,Mal'Ganis,Dehaka,Kerrigan,Genji,Garrosh,Gul'dan,Kael'thas,Ana,Greymane,Muradin,Sylvanas,Diablo,Li Li,Medivh,Falstad,20,20,20,14,20,12,20,20,20,20
2304,2305,Alterac Pass,TeamLeague,Genji,Mal'Ganis,Deckard,Kael'thas,Johanna,Yrel,Li Li,Nova,Gul'dan,Illidan,Falstad,Auriel,Tyrande,Alarak,Varian,Stitches,7,15,13,2,11,19,6,10,20,12
2305,2306,Braxis Holdout,UnrankedDraft,Mal'Ganis,Kerrigan,Genji,Li Li,Kael'thas,Whitemane,Maiev,Varian,Malthael,Brightwing,Muradin,Zul'jin,Alexstrasza,Kel'Thuzad,Falstad,Diablo,4,20,13,20,20,7,9,20,14,20
2306,2307,Dragon Shire,UnrankedDraft,,Deckard,Garrosh,Kel'Thuzad,,Anub'arak,Kharazim,Falstad,Varian,Kael'thas,Nazeebo,Murky,Raynor,Azmodan,Artanis,Mephisto,7,15,8,20,3,15,5,6,4,4
2307,2308,Infernal Shrines,TeamLeague,Varian,Diablo,Mal'Ganis,Azmodan,E.T.C.,Fenix,Kael'thas,Li Li,Jaina,Illidan,Brightwing,Arthas,Falstad,Malthael,Tyrael,Johanna,5,3,11,8,12,16,7,20,20,18
2308,2309,Infernal Shrines,UnrankedDraft,Genji,Mal'Ganis,Yrel,Nazeebo,Hanzo,Alexstrasza,Tyrael,Garrosh,Zagara,Raynor,Muradin,Lunara,Stitches,Deckard,Ragnaros,Brightwing,4,7,5,5,8,15,4,2,12,14
2309,2310,Battlefield of Eternity,UnrankedDraft,Mal'Ganis,Azmodan,Hanzo,Greymane,Li Li,Deckard,Tychus,Kael'thas,Nazeebo,Artanis,Jaina,Alexstrasza,Garrosh,Auriel,Leoric,Yrel,20,4,15,10,7,11,8,7,20,20
2310,2311,Braxis Holdout,HeroLeague,Genji,Mal'Ganis,Diablo,Rexxar,Ana,Sonya,Junkrat,Zul'jin,Chromie,Li-Ming,Varian,E.T.C.,Leoric,Malthael,Zarya,Lt. Morales,17,13,10,20,20,20,11,7,9,5
2311,2312,Infernal Shrines,UnrankedDraft,Zeratul,Genji,Mal'Ganis,Diablo,Kael'thas,Kerrigan,Johanna,Jaina,Auriel,Hanzo,Lt. Morales,Valla,Leoric,Gul'dan,E.T.C.,Zarya,9,10,9,11,1,13,8,2,3,5
2312,2313,Volskaya Foundry,HeroLeague,Genji,Azmodan,Alarak,Mal'Ganis,Tyrande,Anub'arak,Zeratul,Nazeebo,Jaina,Li-Ming,Diablo,Johanna,Deckard,Thrall,Ana,Varian,20,13,20,20,20,9,6,20,9,20
2313,2314,Braxis Holdout,TeamLeague,Varian,,Mal'Ganis,Li-Ming,,Tychus,Kael'thas,Azmodan,Artanis,Li Li,Diablo,Alarak,Raynor,Gall,Cho,Ragnaros,8,20,6,10,7,14,6,6,6,5
2314,2315,Dragon Shire,TeamLeague,Mal'Ganis,Azmodan,,Kerrigan,Whitemane,Garrosh,Thrall,Dehaka,Brightwing,Diablo,Kel'Thuzad,Johanna,Kael'thas,Abathur,Kharazim,Fenix,5,20,20,19,9,20,20,7,20,10
2315,2316,Hanamura Temple,UnrankedDraft,Azmodan,Genji,Yrel,Kerrigan,Whitemane,Garrosh,Mal'Ganis,Mephisto,Varian,Zeratul,Raynor,Tyrande,Sylvanas,Rehgar,Muradin,E.T.C.,7,5,20,20,18,20,20,20,20,8
2316,2317,Volskaya Foundry,TeamLeague,Azmodan,Mal'Ganis,Genji,Diablo,Muradin,Deckard,Whitemane,Raynor,Kerrigan,Valeera,Abathur,Arthas,Sonya,Anub'arak,Murky,Malfurion,10,14,12,10,8,19,13,10,14,16
2317,2318,Sky Temple,TeamLeague,Diablo,Abathur,Kael'thas,Mal'Ganis,Muradin,Garrosh,Azmodan,Nazeebo,Stukov,Genji,Valeera,Dehaka,Varian,Blaze,Ana,Thrall,20,20,10,16,20,20,15,14,7,15
2318,2319,Battlefield of Eternity,TeamLeague,Mal'Ganis,Azmodan,Genji,Hanzo,Whitemane,Cassia,Diablo,Yrel,Muradin,Zul'jin,Leoric,Tyrande,Li-Ming,Lucio,Valla,Sylvanas,18,20,16,11,20,20,20,9,20,20
2319,2320,Towers of Doom,TeamLeague,,Mal'Ganis,Kerrigan,Azmodan,Whitemane,Alexstrasza,Abathur,Genji,Lunara,Diablo,Murky,Garrosh,Sonya,Kharazim,Raynor,Lucio,20,20,20,20,7,5,17,20,5,19
2320,2321,Tomb of the Spider Queen,TeamLeague,Mal'Ganis,Kerrigan,Kel'Thuzad,Chromie,Tassadar,Genji,Blaze,Azmodan,Jaina,Nazeebo,Tyrael,Thrall,Garrosh,Brightwing,Kael'thas,Lucio,14,8,16,20,8,9,9,5,20,9
2321,2322,Alterac Pass,TeamLeague,Azmodan,Mal'Ganis,Genji,Kel'Thuzad,Diablo,Illidan,Hanzo,Abathur,Brightwing,Samuro,Tyrande,Zeratul,Muradin,Dehaka,Yrel,Junkrat,20,19,20,11,6,20,16,13,20,8
2322,2323,Volskaya Foundry,TeamLeague,Genji,Mal'Ganis,Diablo,Azmodan,Kerrigan,Alexstrasza,E.T.C.,Mephisto,Muradin,Ana,Hanzo,Stitches,Lucio,Tychus,Varian,Raynor,20,7,20,20,9,20,20,20,20,20
2323,2324,Dragon Shire,TeamLeague,Whitemane,Genji,Mal'Ganis,Malthael,Diablo,Gall,Kerrigan,Sonya,Alarak,Nazeebo,Brightwing,Tyrande,Junkrat,Stitches,Lunara,Garrosh,20,3,11,20,20,20,20,20,20,7
2324,2325,Volskaya Foundry,UnrankedDraft,Hanzo,Kael'thas,Li-Ming,Genji,Muradin,Artanis,Chromie,Tyrael,Li Li,Raynor,Varian,Azmodan,Tychus,Diablo,Deckard,Valeera,8,13,8,6,16,2,20,20,1,11
2325,2326,Dragon Shire,UnrankedDraft,Azmodan,Mal'Ganis,Mephisto,Valeera,Zeratul,Yrel,Nova,Genji,Li-Ming,Varian,Sylvanas,Murky,Brightwing,Kharazim,Leoric,Diablo,15,20,20,20,20,20,8,20,12,16
2326,2327,Volskaya Foundry,UnrankedDraft,Varian,Genji,Li Li,Uther,Malthael,,Mal'Ganis,Kael'thas,Tychus,Lt. Morales,Junkrat,Yrel,Malfurion,Zeratul,Kerrigan,E.T.C.,5,20,20,4,7,15,5,20,6,13
2327,2328,Battlefield of Eternity,TeamLeague,Garrosh,Genji,Diablo,Mal'Ganis,Ana,Whitemane,Stitches,Artanis,Hanzo,Valla,Varian,Anub'arak,Alexstrasza,Kharazim,Alarak,Sylvanas,20,20,9,19,20,3,5,20,20,5
2328,2329,Alterac Pass,TeamLeague,Azmodan,Mal'Ganis,Varian,D.Va,Kerrigan,Muradin,Sonya,Kael'thas,Deckard,Diablo,Medivh,Stitches,Artanis,Ana,Gul'dan,Lunara,10,20,7,20,14,10,20,11,20,10
2329,2330,Towers of Doom,HeroLeague,Genji,Abathur,Tracer,Mal'Ganis,Raynor,Mephisto,Diablo,Tychus,Leoric,Yrel,Tyrande,Kael'thas,Deckard,Zul'jin,Hanzo,Muradin,20,20,6,9,8,20,20,20,20,20
2330,2331,Alterac Pass,TeamLeague,Kerrigan,Whitemane,Azmodan,Mal'Ganis,Anub'arak,Garrosh,Diablo,Zagara,Gazlowe,Mephisto,Ragnaros,Cho,Gall,Uther,Jaina,Ana,20,20,20,7,20,20,20,20,20,8
2331,2332,Infernal Shrines,TeamLeague,Mal'Ganis,Abathur,Azmodan,Li-Ming,Whitemane,Auriel,Diablo,Gul'dan,Falstad,Zeratul,Kael'thas,Gall,Cho,Ana,Tychus,Alexstrasza,18,20,20,20,19,4,2,20,8,4
2332,2333,Braxis Holdout,TeamLeague,Azmodan,Genji,Mal'Ganis,Diablo,Garrosh,Kel'Thuzad,Kael'thas,Maiev,Deckard,Whitemane,Raynor,Muradin,Fenix,Johanna,Stitches,Gul'dan,20,2,7,2,20,20,7,14,20,3
2333,2334,Volskaya Foundry,TeamLeague,Kerrigan,Mal'Ganis,Alexstrasza,Genji,Muradin,Fenix,Azmodan,Nazeebo,Zeratul,Nova,Li Li,Diablo,Deckard,Tyrael,Yrel,Hanzo,8,8,20,13,20,12,18,17,8,20
2334,2335,Cursed Hollow,TeamLeague,,Zeratul,Mal'Ganis,Diablo,Garrosh,Whitemane,Kerrigan,Mephisto,Hanzo,Genji,Ana,Varian,Brightwing,D.Va,Chromie,Blaze,10,3,20,10,10,19,17,12,20,2
2335,2336,Dragon Shire,TeamLeague,Mal'Ganis,Whitemane,Azmodan,Johanna,Jaina,Brightwing,Diablo,Garrosh,Yrel,Greymane,Uther,Tychus,Stukov,Zeratul,Muradin,Hanzo,20,13,19,18,20,12,20,18,9,17
2336,2337,Volskaya Foundry,TeamLeague,Mal'Ganis,Kael'thas,Stukov,Diablo,Genji,Kel'Thuzad,Lt. Morales,Anub'arak,Ana,Li-Ming,Varian,Tyrael,Junkrat,Alarak,Arthas,Chromie,5,20,17,20,12,14,11,15,14,20
2337,2338,Tomb of the Spider Queen,HeroLeague,Azmodan,Mephisto,Mal'Ganis,Kael'thas,Raynor,Muradin,Diablo,Maiev,Fenix,Nazeebo,Whitemane,Li Li,Gul'dan,Varian,Valla,Stitches,20,8,7,20,8,20,14,15,20,9
2338,2339,Dragon Shire,TeamLeague,Mal'Ganis,Genji,Mephisto,Garrosh,Fenix,Hanzo,Brightwing,Arthas,Sonya,Nazeebo,Varian,Raynor,Kael'thas,Lunara,Stitches,Deckard,12,12,20,10,13,19,2,20,20,6
2339,2340,Braxis Holdout,HeroLeague,Genji,Mal'Ganis,Diablo,Whitemane,Yrel,Medivh,Ana,Muradin,Cassia,Kel'Thuzad,Garrosh,Tyrande,Jaina,Dehaka,Hanzo,Sonya,11,11,20,11,9,7,20,15,13,20
2340,2341,Tomb of the Spider Queen,TeamLeague,Azmodan,,Diablo,Mal'Ganis,Kael'thas,Whitemane,Muradin,Tychus,Nazeebo,Kerrigan,Ana,E.T.C.,Deckard,Genji,Zarya,Varian,19,20,20,20,5,19,11,20,3,20
